Property locality,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Mckees Hill,,,445000.0,735000.0,420500.0,910000.0,1294000.0,2040000.0,2076552.0,
Mckellars Park,,,355000.0,238750.0,257000.0,479881.25,740000.0,562500.0,478125.0,
Mcleans Ridges,,,350000.0,934970.5882352941,1056000.0,964225.0,1604504.7142857143,1221166.6666666667,1377454.5454545454,
Mcleods Shoot,,,,1890000.0,3277500.0,3178333.5,,1578333.3333333333,7500000.0,
Mcmahons Point,,,4814000.0,4082970.588235294,3227777.777777778,4775875.0,3855441.1764705884,8141812.5,4354600.0,
Mcmahons Reef,,,,1550000.0,,1810000.0,1896911.0,,7845000.0,
Meadow Flat,,,377000.0,693666.6666666666,753500.0,1060727.2727272727,630284.0,24618.0,820048.25,
Meadowbank,,,,,,4963333.333333333,2302200.0,3000000.0,2910000.0,
Mebul,,12612.0,4875000.0,160000.0,939975.0,10925000.0,2125000.0,1208333.3333333333,620000.0,
Medlow Bath,,,497125.0,473000.0,613740.7407407408,833750.0,692581.125,588050.0,839458.3333333334,
Medowie,,,500528.30188679247,506558.4342629482,470844.80802292266,603604.8738317757,716642.9046052631,821924.3277310925,856026.2677824268,1200000.0
Medway,,,,,395500.0,14133642.857142856,2475000.0,550000.0,1125000.0,
Meerschaum Vale,,,1120000.0,570000.0,699500.0,1330875.0,998071.4285714285,1035894.0,1042924.375,
Megalong Valley,,,1169546.6666666667,1465000.0,1897886.0,1897500.0,1533333.3333333333,894333.3333333334,893000.0,
Megan,,,,523400.0,854000.0,478900.0,860000.0,2500000.0,1125000.0,
Melbergen,,,,520650.0,,5000000.0,,,,
Melinga,,,,130000.0,612500.0,796666.6666666666,,510833.3333333333,450000.0,
Mellool,,,,,290000.0,120000.0,414000.0,846666.6666666666,10916000.0,
Melonba,,,,,450681.99324324325,603865.1771336554,797628.3938223938,904661.509090909,1169657.1775456918,
Melrose Park,,,,1447309.2307692308,33818319.23809524,1905714.2857142857,8889180.5,39348698.17391305,2043095.238095238,
Melville,,,,705000.0,,400000.0,934000.0,2550000.0,,
Memagong,,,,2818500.0,4023300.0,14263719.0,8820000.0,,4620000.0,
Menah,,,,859666.6666666666,748333.4,1075000.0,1174500.0,1610000.0,841666.6666666666,
Menai,,,922323.5294117647,996058.8235294118,1101581.9655172413,1409297.6355932204,1524272.2222222222,1479656.25,1563425.1047619048,600000.0
Menangle,,,1660000.0,4267142.857142857,1382300.0,674125.1851851852,822290.1639344263,1056145.8333333333,1096148.4375,1300000.0
Menangle Park,,,537473.6842105263,500725.7843137255,615519.6078431372,1455269.952681388,1044679.6164383561,925449.9117647059,697284.4090909091,
Mendooran,,168542.66666666666,577857.1428571428,187176.31578947368,94807.69230769231,365250.0,317811.6666666667,601187.5,511280.0,
Menindee,,3288363.0,27166.666666666668,3398437.5,3875321.095238095,131875.0,265766.6666666667,811999.375,102285.71428571429,
Merah North,,10000.0,,,3511080.0,9000000.0,11791236.666666666,4456150.0,10700000.0,
Merewether,,400000.0,1560349.0384615385,1326804.9928571428,1719511.5151515151,2142901.8167539267,2141965.4929577466,2384130.9836065574,2193957.5342465756,
Merewether Heights,,,926250.0,904944.4444444445,1072865.3846153845,1498644.4444444445,1534366.0714285714,1664984.6153846155,1868281.25,
Merimbula,,,414333.3333333333,639180.3571428572,649289.9450549451,822410.1111111111,1225283.0188679246,980489.3617021276,1031391.8918918918,200000.0
Meringo,,,367500.0,519935.71428571426,398845.5,948500.0,779300.0,1427500.0,812500.0,
Mernot,,,,,,,1037500.0,,,
Meroo,1381.0,,,,215000.0,375250.0,670722.0,,290000.0,
Meroo Meadow,,45470.0,3450000.0,1133333.3333333333,1269768.5,1431378.0,1063450.0,2161666.6666666665,2419000.0,
Merotherie,,,,,1025000.0,,,,4123226.3333333335,
Merriangaah,,,,21000.0,114666.66666666667,255000.0,380080.6666666667,,,
Merricumbene,,,,165000.0,250000.0,,,580000.0,250000.0,
Merrigal,,,32859.333333333336,,1982927.5,30994.714285714286,,3875000.0,,
Merrill,,,,1386000.0,655000.0,2375000.0,427038.6666666667,,,
Merriwa,,89950.0,937080.0,506702.5,357358.28571428574,381165.79591836734,1104105.5555555555,416396.511627907,1784958.6818181819,
Merriwagga,,,9450.0,1936166.6666666667,1143508.5714285714,1935000.0,1393250.0,626785.7142857143,2651846.75,
Merrygoen,,,1100000.0,71000.0,360666.6666666667,392333.3333333333,307500.0,57375.0,202333.33333333334,
Merrylands,,,724706.2105263158,871312.5,949952.2167487685,2225035.167286245,1170832.2777777778,1973273.5096153845,1335763.6372093023,616667.0
Merrylands West,,,756046.1538461539,768824.925925926,857149.0,949154.1445783132,1072106.7464788733,1151738.4166666667,1169935.7142857143,
Merungle Hill,,,5659000.0,295625.0,367785.71428571426,388750.0,608750.0,180000.0,503000.0,
Meryla,,,,,1390000.0,780000.0,655000.0,,490000.0,
Metford,,,2310333.3333333335,419336.7594936709,459234.2465753425,540765.7638888889,641731.4814814815,665142.0727272728,671486.4179104478,810000.0
Methul,,,2758350.0,2714230.6666666665,530000.0,,12318822.0,624000.0,,
Metz,,,,100000.0,79000.0,1110000.0,2149375.0,220000.0,1810000.0,
Miamley,,,,2834730.0,2580966.6666666665,1846250.0,,,,
Miandetta,,,5761.0,7034.0,900000.0,,950166.5,,,
Micalo Island,,,,,1380000.0,1075000.0,,,,
Michelago,,8850.0,510375.0,711064.2857142857,504523.8095238095,634669.9285714285,1072500.0,1010416.6666666666,902392.8571428572,
Middle Arm,,,508143.6666666667,1109600.0,612055.5555555555,943689.0,1120000.0,898571.4285714285,2524246.714285714,
Middle Brook,,,,722500.0,535000.0,638750.0,848571.4285714285,358000.0,677500.0,
Middle Brother,,,256000.0,,80000.0,236325.0,,579000.0,840000.0,
Middle Cove,,,,1834905.5333333334,2721500.0,3556409.6875,3248299.3333333335,3528055.5555555555,3512195.652173913,
Middle Dural,,,2160000.0,2354545.4545454546,2688928.5714285714,3254741.379310345,3648461.5384615385,3790937.5,3176363.6363636362,
Middle Falbrook,,,840000.0,815000.0,630000.0,1287000.0,1913666.6666666667,1843000.0,,
Middle Flat,,,1316000.0,291952.8,,752500.0,900000.0,,,
Middle Pocket,,,72588.5,1489500.0,1365000.0,1511166.6666666667,1722500.0,420000.0,2660000.0,
Middleton Grange,,2184500.0,871500.0,787222.2183908046,673189.176056338,835913.6904761905,1039728.3582089553,1060798.0487804879,1102276.7045454546,1080000.0
Middlingbank,,,,,,546000.0,,,737000.0,
Midginbil,,,,1497500.0,1425000.0,885000.0,,928333.3333333334,898700.0,
Mihi,,,,2650000.0,31000.0,,,5200000.0,2393333.1666666665,
Mila,,,,1207614.5,,320000.0,20000.0,710000.0,1200000.0,
Milbrodale,,,,930000.0,,825000.0,1100000.0,750000.0,1200000.0,
Milbrulong,,,640000.0,890112.5,1080235.3333333333,2552549.1428571427,596125.0,1098428.5714285714,518362.5,
Milkers Flat,,,,,,,,960000.0,1250000.0,
Millah Murrah,,,,1400000.0,5510.666666666667,,,,,
Millbank,,,,325000.0,515000.0,488000.0,397500.0,820750.0,,
Miller,,,800000.0,543982.1428571428,635424.2424242424,764363.6363636364,748750.0,800379.3103448276,914071.4285714285,
Millers Forest,,,,950000.0,652250.0,1320803.5714285714,1390000.0,1955142.857142857,1195000.0,
Millers Point,,,1616666.6666666667,1381428.5714285714,1476818.1818181819,3046875.0,3229210.0,4243000.0,3702272.727272727,
Millfield,,,421400.0,410120.3703703704,500682.6923076923,874113.5111111111,766283.3333333334,830548.3870967742,795000.303030303,
Millie,,,,86220.0,,,,1060000.0,,
Millingandi,,,288333.3333333333,469166.6666666667,1108073.2857142857,722545.4545454546,1133625.0,836000.0,1085000.0,
Millthorpe,,,368750.0,533650.0,591702.1276595745,1019715.9090909091,1079984.375,740778.3333333334,894300.0,2200825.0
Milparinka,,,,4250000.0,,,,,,
Milperra,,,878125.0,1466267.2413793104,900146.551724138,1087688.6792452831,1966575.0,1252442.3076923077,1345396.551724138,
Milroy,,,,582000.0,609166.6666666666,992250.0,912500.0,1180000.0,2211666.6666666665,
Milsons Passage,,,,940000.0,482833.3333333333,908333.3333333334,1012500.0,1091000.0,,
Milsons Point,,2650000.0,,,,,,5788888.0,,
Milton,,292642.85714285716,673583.3333333334,616413.2352941176,705180.9733333334,1520479.6979166667,1266979.1666666667,983488.8888888889,933285.8125,975000.0
Milvale,,,400000.0,180414.0,15276.0,4192575.0,2068560.0,9638344.0,2863333.3333333335,
Mimosa,,,,,,2360000.0,420000.0,,2750000.0,
Minchinbury,,,672500.0,889521.1803278689,1139195.28,1180530.5072463767,1567621.9423076923,1287542.8166666667,2321857.1428571427,
Mindaribba,,,,1008750.0,4825000.0,4208333.333333333,,3100000.0,,
Mingoola,,,,,,,1633333.3333333333,1200000.0,1911100.0,
Minimbah,,,,552269.2307692308,923000.0,892222.2222222222,955331.0,740833.3333333334,916666.6666666666,
Minjary,3000.0,,3300.0,11250.0,25000.0,,,3431666.6666666665,300000.0,
Minmi,,,620000.0,435538.46153846156,6487850.0,684269.1428571428,651507.7777777778,657555.5555555555,741173.9130434783,530000.0
Minnamurra,,,795000.0,1208595.238095238,1322750.0,2055175.6,1942161.5263157894,2103000.0,1782083.3333333333,
Minnie Water,,,,604400.0,819000.0,993000.0,1234666.6666666667,1002500.0,1135000.0,
Minore,8256.0,,180000.0,514000.0,424000.0,328500.0,181842.5,690000.0,1348333.3333333333,
Minto,,700000.0,581050.0,605437.7777777778,734347.5304347826,882869.2323232323,1057628.216981132,1088732.710280374,1234197.0985915493,
Minto Heights,,,,2150000.0,1755000.0,1650000.0,2642500.0,2004537.5,2165000.0,
Mirador,,,248571.42857142858,364642.85714285716,384966.6666666667,909418.9189189189,884230.7692307692,992391.304347826,1108380.5555555555,
Miranda,,1455500.0,1237333.3333333333,1279756.0130718953,1290638.9617834394,1854765.8536585367,2249771.5503355702,1797092.356687898,1864704.474074074,2000500.0
Mirannie,,,,1292000.0,851250.0,2437500.0,,,880000.0,
Mirrabooka,,,400000.0,677941.1764705882,535368.4210526316,626949.625,767090.9090909091,718422.7272727273,933971.9,
Mirrool,,,,76375.0,2162.0,39750.0,929795.8,,2113038.0,
Missabotti,,,522000.0,441166.6666666667,788125.0,478187.5,901428.5714285715,642500.0,500000.0,
Mitchell,,,,293333.3333333333,321000.0,370714.25,197500.0,512500.0,630000.0,
Mitchells Flat,,,800000.0,375000.0,1040000.0,10000.0,1590000.0,1226000.0,1377625.0,
Mitchells Island,,,756666.6666666666,713346.1538461539,726400.0,705769.2307692308,1010870.9166666666,855833.3333333334,1305538.4615384615,
Mittagong,,,934352.9411764706,947402.4684684685,1116100.3086419753,1339930.7218934912,1494278.8363636364,2019722.3602941176,1582680.5555555555,
Moama,400500.0,243996.66666666666,322710.843373494,516027.26199261995,464479.82210242585,520145.76506955177,573055.3923076923,654624.7791164658,714410.7012448133,295000.0
Modanville,,,558000.0,564083.3333333334,754500.0,776642.8571428572,721450.0,689465.6470588235,695759.0909090909,
Mogareeka,,,,772000.0,1082000.0,2200000.0,,700000.0,,
Mogendoura,,,,765000.0,763750.0,1450000.0,1093000.0,1150000.0,1931666.6666666667,
Moggs Swamp,,,,,2350000.0,872100.0,216666.66666666666,175000.0,,
Mogilla,,,,,587500.0,1050000.0,,14785.0,1602850.0,
Mogo,,,815000.0,1011359.0909090909,430021.22222222225,455285.71428571426,686285.7142857143,360000.0,783250.0,
Mogo Creek,,,,,755000.0,1000000.0,1120000.0,,,
Mogood,,,,,800000.0,,250000.0,750000.0,,
Mograni,,,,1480000.0,,,,,,
Mogriguy,,,,1002500.0,165000.0,5100000.0,804000.0,410000.0,180000.0,
Mole River,698.0,111666.66666666667,,474750.0,175443.6,743486.1666666666,334812.5,632142.8571428572,373890.0,
Moleville Creek,,,,,,840000.0,,,,
Mollyan,,1882.0,,550000.0,,3600000.0,,,1842621.25,
Mollymook,,680000.0,569111.1111111111,692151.5151515151,714629.0540540541,952066.1764705882,1402202.138888889,1034714.2857142857,1377560.606060606,
Mollymook Beach,,,896250.0,784615.7142857143,740430.3529411765,1302278.5714285714,1535497.0972222222,1592508.1967213114,1280334.5588235294,
Molong,,,318835.0,290669.31481481483,462297.87234042556,584306.9,684258.6206896552,721571.6346153846,745264.0,
Mona Vale,,,1629886.9047619049,1991554.6796116505,2162715.744680851,2938401.8,2884678.0821917807,3015016.504854369,2990096.590909091,
Monak,,,310000.0,1450000.0,510000.0,1887816.6666666667,,,,
Monaltrie,,,340059.3333333333,265000.0,360311.0,455142.85714285716,1014166.6666666666,646333.3333333334,295000.0,
Mondayong,,,,,,410000.0,387500.0,,,
Mondrook,,,,1422500.0,1119833.3333333333,807142.8571428572,1000000.0,923333.3333333334,916666.6666666666,
Monga,,,,,599000.0,1410636.5,,,1400000.0,
Mongarlowe,,,,712500.0,480000.0,1283750.0,872500.0,425000.0,616000.0,
Mongogarie,,,,395000.0,396666.6666666667,1048714.2857142857,910714.2857142857,1017500.0,,
Monia Gap,,,,4630000.0,3050000.0,,1607175.0,,2500000.0,
Monivae,,,400000.0,,267500.0,,,,770000.0,
Monkerai,,,453500.0,1277230.0,,661000.0,503011.5,1256666.6666666667,763900.0,
Monteagle,,36954.0,,573775.0,312833.3333333333,2177794.285714286,1000628.0,514062.5,268760.0,
Montecollum,,,,,2566666.6666666665,2500000.0,,,2100000.0,
Montefiores,,30000.0,333625.0,596500.0,206465.625,301900.0,349020.8333333333,453642.3076923077,532333.3333333334,
Monterey,,,1538000.0,1504565.2173913044,1721388.888888889,2314256.4102564105,2351052.0,2290767.6470588236,2546666.6666666665,
Mooball,,,,574500.0,808333.3333333334,991500.0,1475000.0,810000.0,735000.0,
Moobi,,,,900833.3333333334,450000.0,1167500.0,,1015000.0,5670000.0,
Moogem,,,,,,,,,500000.0,
Mookerawa,,,,,195000.0,509000.0,220000.0,540000.0,,
Mookima Wybra,,,,141420.0,,30000.0,50000.0,200000.0,582500.0,
Moolarben,,,860000.0,,,1010000.0,,,,
Moollattoo,,,1100000.0,,,,,,,
Moolpa,,,65662.0,,,,10895.0,,,
Moombooldool,,,1622555.5,2651305.5,2050000.0,717510.5,,90000.0,10000.0,
Moonan Brook,,,600000.0,,333000.0,227500.0,656.0,350000.0,320000.0,
Moonan Flat,,,,310000.0,825750.0,161750.0,518666.6666666667,1192000.0,2131486.153846154,
Moonbah,,250000.0,558333.3333333334,589139.1428571428,709250.0,1443333.3333333333,1538138.888888889,1446071.4285714286,1420909.0909090908,
Moonbi,,,314925.0,361749.5,383661.76470588235,644136.3636363636,582032.1428571428,605055.5555555555,572662.25,735000.0
Moonbria,,,,,,2130000.0,1090757.0,,,
Mooneba,,,,300000.0,,1525000.0,926000.0,1015000.0,,
Moonee,,,,,10000000.0,,,,,
Moonee Beach,,459000.0,716000.0,687665.5333333333,552987.5731707317,712513.6344086021,818210.1449275363,872115.5172413794,824089.2857142857,
Moonem,,,,,,190000.0,,,,
Mooney Mooney,,,294400.0,857785.7142857143,1150800.0,1905000.0,1594571.4285714286,1227500.0,1627500.0,
Mooney Mooney Creek,,,,,,710000.0,867500.0,,,
Moonpar,,,,,,757500.0,990000.0,,,
Mooral Creek,,,5060.5,368666.6666666667,333750.0,556404.25,381250.0,688714.2857142857,625000.0,
Moorara,,,,,,,,984000.0,4500000.0,
Moorbel,,,,1137400.0,428000.0,740625.0,672142.8571428572,177490.0,415000.0,
Moore Creek,6753.5,,310350.0,411685.89743589744,455240.5641025641,327027.149321267,501030.53435114503,643922.6804123712,836809.1153846154,
Moorebank,,,914988.0952380953,1022715.6967213114,971620.0137931034,1106264.856115108,1191092.4142011835,1216516.3109756098,1407040.7471264368,
Moorilda,,,,,3200000.0,501250.0,1500000.0,17574.0,1350000.0,
Moorland,,,,432444.44444444444,551250.0,556906.25,624294.1176470588,462000.0,648571.4285714285,
Moorong,,,,950000.0,1257500.0,750000.0,104000.0,2003333.3333333333,715000.0,
Moorwatha,,,,4112750.0,850000.0,370000.0,300000.0,1920000.0,1635000.0,
Moparrabah,,,,1250000.0,355000.0,271072.14285714284,115000.0,263212.5714285714,491666.6666666667,
Moppy,,,,,,336666.6666666667,,505000.0,,
Morago,,,790995.0,5766.0,,2060421.5,,2256050.0,4100000.0,
Morangarell,,,,1108500.5,513686.5,5330996.5,,1011528.0,,
Morans Crossing,,,,,863384.25,465000.0,1830000.0,,2275000.0,
Moree,39915.0,56539.0,186117.26923076922,1197322.948051948,559062.5454545454,431787.4707792208,567991.5752895753,988272.3936651584,558895.838888889,146666.66666666666
Morisset,,385000.0,542307.6470588235,815164.4418604651,1937702.7155963304,570911.8737864078,1068055.844155844,1122474.3424657534,1095618.4375,
Morisset Park,,,564333.3333333334,643962.08,709271.298245614,829688.7466666667,1091349.142857143,1210389.923076923,1159000.0,
Morning Bay,,,,1800000.0,3200000.0,5500000.0,,3525000.0,,
Mororo,,,139663.66666666666,943479.3333333334,653000.0,400000.0,1111666.6666666667,645966.0,,
Morpeth,,,452700.0,590888.8888888889,527703.125,718467.7419354839,1002651.5151515151,730777.7777777778,913735.2941176471,
Mortdale,,,1282416.6666666667,1097090.2777777778,1300939.1025641025,1506695.8695652173,1551532.857142857,1614186.0746268656,1669664.0625,
Mortlake,,,,1161666.6666666667,4961230.769230769,2886428.5714285714,4900000.0,2251166.6666666665,3145000.0,
Morton,,,14532.0,553482.6,1014888.8888888889,1140062.5,993250.0,567450.0,1200000.0,
Mortons Creek,,,582333.3333333334,511666.6666666667,682500.0,791250.0,1035000.0,1740000.0,1133750.0,
Morts Estate,,,222000.0,318759.22222222225,345000.0,380047.77777777775,363321.4285714286,487481.55555555556,517833.3333333333,
Morundah,220315.0,190686.0,,705063.2777777778,2286703.8333333335,10941728.285714285,23794.0,232150.0,92500.0,
Moruya,,162500.0,393566.6666666667,419311.8064516129,500774.4336283186,791929.3333333334,880211.4285714285,805250.0,789308.4507042253,490500.0
Moruya Heads,,,845000.0,416142.85714285716,547444.4444444445,621333.3333333334,830588.2352941176,829625.0,798009.2592592592,
Morven,,,1583788.5714285714,1999145.2857142857,502512.5,1422947.2,368779.0,261666.66666666666,952571.4285714285,
Mosman,,4300000.0,5084863.636363637,11843003.827309238,5269124.015748031,6456037.978978979,6603896.391891892,6827329.41632653,6641529.147982063,
Moss Vale,507125.0,447910.35714285716,577315.7894736842,756441.1597633136,782699.4021739131,1422307.6167400882,1215923.717948718,1330735.4205128206,1119018.2727272727,1600000.0
Mossgiel,,,,2500.0,3500.0,,25000.0,,,
Mossy Point,,,628333.3333333334,819716.4705882353,1021388.8888888889,1175380.0,1522500.0,1574138.4615384615,928000.0,
Moto,,,419000.0,900000.0,506666.6666666667,1030000.0,841666.6666666666,1272500.0,440000.0,
Moulamein,,,230000.0,383430.5,147203.375,467763.61904761905,671698.4,505957.3888888889,195500.0,
Mount Adrah,1000.0,,,257500.0,,750000.0,1163.0,,,
Mount Annan,,,683194.4444444445,675371.5469613259,726582.4607329842,869911.1884816753,1006167.5987654321,1032106.0780141844,1121268.1455696202,
Mount Aquila,,,,110000.0,,,,278500.0,,
Mount Arthur,4376.0,,,350540.6,246666.66666666666,835833.3333333334,473333.3333333333,,456666.6666666667,
Mount Austin,,,15099222.222222222,256633.33333333334,256978.28282828283,303410.14925373136,411972.175257732,397760.3896103896,472758.9552238806,
Mount Burrell,,,661000.0,731714.2857142857,848082.125,1405333.3333333333,1020000.0,929166.6666666666,1103571.4285714286,
Mount Colah,,,1449969.2307692308,1007591.8720930233,1221037.2340425532,1535740.2828282828,1548578.8043478262,1570612.9404761905,1660597.217948718,
Mount Collins,,,,3100000.0,4000000.0,330000.0,390000.0,6500000.0,,
Mount Cooper,,,,968888.0,2125000.0,,,,,
Mount Darragh,,,,210000.0,,,,499000.0,,
Mount David,,110000.0,350000.0,288003.5,655360.0,240500.0,235500.0,1506527.6666666667,2202800.0,
Mount Dee,,,,260000.0,,,,,,
Mount Druitt,,,531250.0,662321.5679012346,683255.6292134832,957715.4285714285,954656.8875,988110.1063829787,1039330.0720720721,
Mount Elliot,,,,1300000.0,792625.0,2033333.3333333333,3000000.0,1553333.3333333333,2300000.0,
